Brand,TotalPurchaseDollars,TotalSalesDollars,GrossProfit,TotalPurchaseQuantity,TotalSalesQuantity,ProfitMargin,StockTurnover
5502,50570.520000000004,59752.44,4590.959999999999,65676,60356.0,7.68330130116862,0.9189962847920092
5505,310706.0,396207.36,42750.67999999999,21428,20864.0,10.789976238704902,0.9736792981146164
5507,13020.72,20171.18,3575.2300000000005,2868,2882.0,17.724446462725535,1.0048814504881451
5508,11998.800000000001,4939.620000000001,-3529.59,120,38.0,-71.45468679776987,0.31666666666666665
5513,759.36,1055.04,147.83999999999997,96,96.0,14.012738853503182,1.0
5515,3580.2,4875.419999999999,647.6099999999997,468,498.0,13.283163296700588,1.064102564102564
5517,788.1200000000001,6178.679999999999,2695.2799999999997,68,332.0,43.62226236024523,4.882352941176471
5525,127680.0,174055.56,23187.78,7000,6844.0,13.32205647438094,0.9777142857142858
5527,10264.32,5709.5199999999995,-2277.4,576,248.0,-39.88776639717525,0.4305555555555556
5536,24814.7,30807.239999999998,2996.2699999999986,21578,20676.0,9.725863141261595,0.9581981647974789
5537,575.2,1458.54,441.66999999999996,80,146.0,30.281651514528225,1.825
5539,109137.12000000001,152005.7,21434.29,13008,12830.0,14.100977792280158,0.9863161131611317
5549,6542.88,16644.3,5050.709999999999,258,570.0,30.3449829671419,2.2093023255813953
5560,86588.29999999999,118175.64,15793.670000000006,6770,6836.0,13.36457327415363,1.0097488921713442
5566,64247.04,83860.36,9806.66,5616,5564.0,11.694035179434001,0.9907407407407407
5587,328591.5,472392.8,71900.65,24950,25320.0,15.220521989327526,1.0148296593186372
5589,264.48,251.82,-6.3300000000000125,24,18.0,-2.5137002620919757,0.75
5595,5547.24,799.96,-2373.64,38,4.0,-296.7198359917996,0.10526315789473684
5597,111672.68000000001,149991.14,19159.230000000003,14636,14486.0,12.773574492466688,0.9897512981688986
5598,26206.32,5578.82,-10313.75,6568,1118.0,-184.87332446646425,0.1702192448233861
5603,156.42000000000002,952.38,397.98,198,962.0,41.78794178794179,4.858585858585859
5606,57333.06,79200.72,10933.830000000002,7974,7928.0,13.805215407132664,0.9942312515675947
5609,67120.56,5151.4,-30984.579999999998,14342,860.0,-601.4788212912994,0.05996374285315856
5610,102.28,1187.64,542.6800000000001,4,36.0,45.69398134114715,9.0
5614,25942.98,3952.08,-10995.45,6502,792.0,-278.21931742272426,0.12180867425407567
5616,276716.96,357261.27999999997,40272.159999999974,17992,17872.0,11.272467030292221,0.9933303690529124
5623,14505.3,11359.2,-1573.0499999999993,142,80.0,-13.84824635537713,0.5633802816901409
5626,127287.3,177850.02,25281.359999999993,17318,17198.0,14.214988561710589,0.9930707933941564
5627,71716.8,92962.08,10622.64,5360,5192.0,11.42685275544609,0.9686567164179104
5628,63335.52,88672.08,12668.280000000002,8748,8592.0,14.286661596299538,0.9821673525377229
5629,3215.16,39843.68,18314.260000000002,458,4432.0,45.96528232331954,9.676855895196507
5630,90404.59999999999,158609.96,34102.68,6380,8204.0,21.500970052574253,1.2858934169278997
5633,27795.04,39033.96,5619.459999999999,2392,2604.0,14.396335908526831,1.088628762541806
5635,958.74,2191.98,616.62,58,102.0,28.13073111980949,1.7586206896551724
5640,12756.08,5742.62,-3506.73,1006,338.0,-61.06498427547008,0.3359840954274354
5641,29259.6,37445.020000000004,4092.7100000000028,2636,2498.0,10.929918050517804,0.9476479514415781
5643,26068.140000000003,35016.64,4474.249999999998,2434,2336.0,12.777496641596676,0.9597370583401807
5644,12665.54,9888.179999999998,-1388.6800000000012,1006,582.0,-14.043838198738307,0.5785288270377733
5645,450.96,599.76,74.4,24,24.0,12.40496198479392,1.0
5653,112.4,4617.639999999999,2252.62,8,236.0,48.78292807581362,29.5
5654,19.04,71.94,26.45,2,6.0,36.766750069502365,3.0
5655,46411.200000000004,82537.98,18063.389999999996,5280,5602.0,21.88494314980812,1.0609848484848485
5656,13337.679999999998,29588.42,8125.37,11498,19858.0,27.461317637102624,1.72708297095147
5658,428.16,561.74,66.78999999999999,32,26.0,11.889842275785949,0.8125
5661,364025.48,481018.4,58496.46000000002,35308,34560.0,12.160960994423501,0.9788149994335561
5662,52113.12,77781.44,12834.16,7248,7256.0,16.50028592939395,1.0011037527593818
5667,61390.4,89984.2,14296.899999999998,8296,8380.0,15.888233712140574,1.0101253616200578
5668,119090.1,154830.74,17870.319999999992,12290,11126.0,11.541842401579942,0.9052888527257933
5669,87077.04000000001,94389.23999999999,3656.0999999999913,6508,5476.0,3.873428793366693,0.8414259373079287
5676,115738.52,163148.16,23704.82,81506,81984.0,14.529627548358498,1.0058645989252324
5678,1801.8,6613.26,2405.73,260,674.0,36.37736910389127,2.5923076923076924
5680,2251.3199999999997,12982.76,5365.72,1542,6524.0,41.32957861040333,4.230869001297017
5681,37270.8,50174.340000000004,6451.77,1566,1566.0,12.858704269951533,1.0
5683,4.68,131.32,63.31999999999999,12,268.0,48.21809320743222,22.333333333333332
5685,10034.4,17676.9,3821.250000000001,740,1110.0,21.6171953227093,1.5
5688,124.8,2654.08,1264.6399999999999,16,192.0,47.64890282131661,12.0
5689,64524.32000000001,94764.15999999999,15119.919999999991,4348,4784.0,15.955314751906199,1.1002759889604417
5691,236.1,2502.2,1133.05,30,180.0,45.28215170649828,6.0
5693,120.16,1978.58,929.2099999999999,16,142.0,46.96347885857534,8.875
5694,148654.44,211277.88,31311.72,19206,19812.0,14.82016006597567,1.0315526398000625
5696,47067.9,48328.08,630.0900000000001,5610,4392.0,1.3037761897431062,0.7828877005347593
5697,75488.04000000001,96519.31999999999,10515.639999999992,4986,4468.0,10.894855040420916,0.8961091054953871
5698,13616.519999999999,17972.7,2178.090000000001,932,1130.0,12.118880301791055,1.2124463519313304
5699,6691.799999999999,6089.58,-301.1099999999997,60,42.0,-4.944675987506522,0.7
5702,51266.380000000005,69349.48,9041.549999999996,2342,2252.0,13.037660844753265,0.9615713065755764
5705,55037.58,69605.18,7283.799999999996,3442,3482.0,10.464451065279906,1.011621150493899
5706,121746.0,197094.76,37674.380000000005,5910,6524.0,19.11485622448816,1.103891708967851
5707,40440.96000000001,56328.06,7943.549999999996,1888,1794.0,14.102296439820572,0.9502118644067796
5708,50179.76,118946.52,34383.380000000005,132052,120148.0,28.906587599200044,0.9098536939993336
5710,19058.88,3807.86,-7625.51,96,14.0,-200.25709978833257,0.14583333333333334
5713,158830.86000000002,222701.86,31935.499999999985,14194,14014.0,14.340023922566244,0.9873185853177399
5714,104072.64000000001,145414.44,20670.899999999994,14576,14556.0,14.21516322588045,0.9986278814489572
5725,171680.0,238970.44,33645.22,23200,22956.0,14.079239256537335,0.9894827586206897
5730,30048.3,18033.38,-6007.459999999999,19386,9062.0,-33.31300066875982,0.4674507376457237
5731,140495.52,188191.36000000002,23847.920000000013,15576,14464.0,12.672165183353801,0.928608115048793
5734,1950257.96,2586365.96,318054.0,123278,120204.0,12.297331658355109,0.9750644883920895
5735,894088.18,1197538.86,151725.34000000003,96242,93114.0,12.66976338454687,0.9674985972860082
5737,856.32,5606.7,2375.19,64,330.0,42.36342233399326,5.15625
5739,106234.02,134153.86,13959.919999999991,69434,67414.0,10.405902595721058,0.9709076245067259
5740,59403.4,88150.06,14373.329999999998,4228,4594.0,16.305524919665395,1.086565752128666
5741,40760.44,60799.22,10019.39,4172,4278.0,16.479471282690795,1.0254074784276126
5742,188.64,299.40000000000003,55.380000000000024,48,60.0,18.49699398797596,1.25
5747,163551.84,228684.34,32566.25,18418,17566.0,14.240699647382938,0.9537409056357911
5748,18794.399999999998,18288.0,-253.1999999999989,1968,1400.0,-1.3845144356955321,0.7113821138211383
5750,225401.22,325310.32,49954.55,25938,25368.0,15.355968418093838,0.9780245200092529
5758,203175.86000000002,298516.63999999996,47670.38999999997,15242,15136.0,15.969089696306368,0.9930455320824039
5759,102726.08,124702.04000000001,10987.980000000003,10882,9596.0,8.811387528223277,0.88182319426576
5760,1277.46,5711.3,2216.92,846,2870.0,38.816381559364764,3.392434988179669
5765,357565.04,503510.62,72972.79000000001,34514,34338.0,14.492800568933383,0.9949006200382453
5767,119202.15999999999,173431.64,27114.740000000013,11506,11836.0,15.634252204499715,1.02868068833652
5771,51832.08,71184.94,9676.43,2316,2306.0,13.59336679921343,0.9956822107081175
5773,50144.36,81319.31999999999,15587.479999999996,3286,4068.0,19.168237019197896,1.2379793061472915
5776,111032.64,151062.03999999998,20014.69999999999,6816,6796.0,13.249324582138566,0.9970657276995305
5780,79636.32,107708.5,14036.089999999997,7628,7550.0,13.031552755817783,0.9897745149449397
5789,3145.0,7065.96,1960.48,250,404.0,27.74541605103907,1.616
5795,5037.02,6799.98,881.4799999999996,2,2.0,12.962979302880298,1.0
5798,75414.24,71886.95999999999,-1763.6400000000067,4752,4104.0,-2.4533517622667684,0.8636363636363636
5801,23873.92,24080.76,103.42000000000007,32704,24324.0,0.4294714950857036,0.7437622309197651
5802,45319.2,29918.66,-7700.269999999999,1642,934.0,-25.737349199462805,0.5688185140073082
5805,155888.4,209057.48,26584.540000000008,14044,14252.0,12.716378289836847,1.0148105952720023
5808,58628.56,78310.96,9841.200000000004,1538,1504.0,12.56682334120282,0.9778933680104032
5810,121730.40000000001,171617.7,24943.65,11484,11630.0,14.534427392978696,1.0127133402995472
5815,119364.58,167015.41999999998,23825.41999999999,7598,7258.0,14.26540136234127,0.9552513819426165
5817,135371.46,181859.81999999998,23244.179999999993,5914,6018.0,12.781371938012473,1.0175853905985797
5818,39.0,223.74,92.37,50,226.0,41.28452668275677,4.52
5820,68168.02,40738.88,-13714.570000000003,5714,2912.0,-33.664573007407185,0.5096254812740637
5822,29290.559999999998,33641.08,2175.260000000002,4694,4492.0,6.466082539561755,0.9569663400085215
5825,608.64,767.04,79.19999999999999,96,96.0,10.325406758448059,1.0
5826,89989.48,119930.84,14970.68,13118,12916.0,12.482760897864138,0.9846013111754841
5828,167338.75999999998,245426.84,39044.04000000001,25316,26916.0,15.908626782628993,1.063201137620477
5831,42.72,9562.32,4759.8,8,1368.0,49.7766232462415,171.0
5833,94838.36,121962.12,13561.879999999997,1868,1788.0,11.119747672474043,0.9571734475374732
5836,76701.6,99453.5,11375.949999999997,4020,3850.0,11.438461190405564,0.9577114427860697
5837,149.76,191.76,21.0,24,24.0,10.951188986232792,1.0
5838,16600.5,30319.48,6859.49,930,1352.0,22.62403576842347,1.4537634408602151
5847,285649.62,377232.38,45791.380000000005,16502,16362.0,12.138772392762256,0.991516179856987
5849,276321.60000000003,387512.63999999996,55595.51999999996,22284,22336.0,14.346762985589312,1.0023335128343205
5855,39300.9,49819.78,5259.439999999999,2690,2622.0,10.556931403550957,0.9747211895910781
5858,115321.04,141843.22,13261.090000000004,72988,71278.0,9.349117990976238,0.9765714912040335
5872,94730.23999999999,119187.38,12228.570000000007,40832,39862.0,10.259953696440014,0.9762441222570533
5875,99128.64,147147.46,24009.409999999996,8112,8054.0,16.31656434980257,0.9928500986193294
5877,44824.76,75121.2,15148.219999999998,72298,75880.0,20.16503996208793,1.049544939002462
5890,201286.12,271537.48,35125.67999999999,12082,11852.0,12.935849592476146,0.980963416652872
5891,417975.68000000005,583698.96,82861.63999999996,35302,36504.0,14.195954709256286,1.0340490623760694
5893,59250.78,75413.04,8081.129999999997,38726,37896.0,10.715825804131484,0.9785673707586634
5897,78389.68,141558.14,31584.23000000001,10508,10586.0,22.3118430349537,1.00742291587362
5903,118359.6,139861.18,10750.789999999994,74440,70282.0,7.686757683583104,0.9441429339065018
5911,534.24,2069.28,767.5200000000001,28,72.0,37.09116214335421,2.5714285714285716
5912,3659.04,5830.94,1085.9499999999998,336,306.0,18.62392684541429,0.9107142857142857
5921,515950.77999999997,726789.6599999999,105419.43999999997,34838,34634.0,14.504807346873921,0.9941443251621792
5925,3624.9,12905.7,4640.400000000001,258,830.0,35.95620539761501,3.2170542635658914
5929,262785.92,260195.52000000002,-1295.1999999999825,7534,6448.0,-0.49777951595783915,0.8558534642951952
5952,136672.16,190156.44,26742.14,96248,95556.0,14.063231305760668,0.9928102402127836
5953,6633.66,13833.08,3599.71,418,692.0,26.022476556197173,1.6555023923444976
5954,1136.64,1532.16,197.76,384,384.0,12.907268170426065,1.0
5959,1261.4,4377.08,1557.84,106,292.0,35.59085052135214,2.7547169811320753
5962,99210.48,125786.21999999999,13287.869999999995,5748,5178.0,10.563851906830491,0.9008350730688935
5970,1874.8000000000002,1971.32,48.25999999999988,86,68.0,2.4481058377127956,0.7906976744186046
5977,63381.2,89333.5,12976.150000000001,3860,3650.0,14.525513944936671,0.9455958549222798
5983,31830.120000000003,43712.88,5941.379999999997,1486,1512.0,13.591829227449661,1.0174966352624495
5989,19232.6,11702.86,-3764.869999999999,8362,3914.0,-32.17051216540229,0.46806983975125566
5990,14878.08,33277.04,9199.48,378,824.0,27.645127090630655,2.17989417989418
5992,1272.48,1399.6,63.559999999999945,48,40.0,4.541297513575303,0.8333333333333334
6003,39706.56,32396.76,-3654.8999999999996,544,324.0,-11.281683723927948,0.5955882352941176
6010,16465.960000000003,6836.4,-4814.780000000002,1084,360.0,-70.42858814580775,0.33210332103321033
6015,48439.0,74867.58,13214.29,2950,3042.0,17.65021655568405,1.031186440677966
6021,17995.52,27483.16,4743.82,1088,1284.0,17.260824446679347,1.1801470588235294
6038,686.88,899.64,106.38,36,36.0,11.824729891956782,1.0
6040,201.36,637.66,218.14999999999998,24,34.0,34.211021547533164,1.4166666666666667
6042,21133.14,26365.62,2616.24,2814,2638.0,9.922922351152751,0.937455579246624
6043,218.88,299.88,40.5,12,12.0,13.505402160864346,1.0
6044,7328.0199999999995,6699.9,-314.05999999999995,14,10.0,-4.687532649741041,0.7142857142857143
6049,53866.28,36868.299999999996,-8498.990000000002,3692,2170.0,-23.05229695971879,0.5877573131094258
6063,243.6,405.86,81.13000000000001,12,14.0,19.98965160400138,1.1666666666666667
6064,9.98,55.92,22.97,2,8.0,41.076537911301855,4.0
6066,10.76,335.52,162.38,2,48.0,48.396518836433,24.0
6081,86843.72,117835.86,15496.07,59482,59214.0,13.15055535725712,0.9954944352913486
6084,183.12,239.88,28.379999999999995,12,12.0,11.830915457728864,1.0
6090,863.3599999999999,709.76,-76.79999999999995,38,24.0,-10.820559062218209,0.631578947368421
6094,562.32,359.88,-101.22000000000003,24,12.0,-28.126042014004675,0.5
6096,117177.52,169467.46,26144.969999999994,9176,9654.0,15.42772282065241,1.0520924149956408
6102,5521.92,15701.56,5089.82,384,844.0,32.4160147144615,2.1979166666666665
6105,49981.12,94392.78,22205.829999999998,3368,4722.0,23.524924257978203,1.402019002375297
6109,19006.68,7209.62,-5898.530000000001,726,238.0,-81.81471422904399,0.3278236914600551
6115,32698.68,45537.219999999994,6419.269999999997,2324,2278.0,14.096754259482678,0.9802065404475043
6116,53786.6,72661.78,9437.59,2884,2622.0,12.9883826132528,0.9091539528432733
6126,99496.34,149239.24,24871.449999999997,5494,5276.0,16.665489585714855,0.9603203494721514
6127,2.94,286.56,141.81,2,144.0,49.48701842546064,72.0
6129,14.5,167.16,76.33,10,84.0,45.662837999521415,8.4
6136,858.0,1667.98,404.99,50,202.0,24.280267149486203,4.04
6140,1279.68,2286.7200000000003,503.5200000000001,372,328.0,22.01931150293871,0.8817204301075269
6145,17697.9,29463.420000000002,5882.76,3410,3658.0,19.966317555803094,1.0727272727272728
6146,244.07999999999998,359.28000000000003,57.60000000000002,72,72.0,16.03206412825652,1.0
6150,49846.56,89955.0,20054.22,3676,4500.0,22.29361347340337,1.2241566920565832
6156,63197.56,65335.42,1068.9300000000003,3764,3258.0,1.6360650930230498,0.8655685441020191
6157,32357.84,45802.76,6722.460000000001,5384,6224.0,14.676975797965014,1.1560178306092124
6159,190.86,1567.68,688.4100000000001,6,32.0,43.912660747091245,5.333333333333333
6162,239016.36,376952.51999999996,68968.07999999999,16844,17148.0,18.296224681028793,1.0180479696034197
6166,3007.4,799.98,-1103.71,10,2.0,-137.9671991799795,0.2
6168,35129.28,49465.340000000004,7168.0300000000025,5934,6766.0,14.491015325074086,1.1402089652847995
6173,49854.48,71878.04000000001,11011.780000000002,9048,8996.0,15.320089418131047,0.9942528735632183
6174,112612.79999999999,197327.52,42357.36,19416,20968.0,21.46551074072182,1.0799340749896993
6183,106669.92,163578.18,28454.129999999997,17808,17382.0,17.394820018171128,0.976078167115903
6184,242.64,159.68,-41.47999999999999,72,32.0,-25.976953907815627,0.4444444444444444
6186,10427.2,17224.56,3398.6800000000003,1330,1344.0,19.73159256317723,1.0105263157894737
6193,52576.02,84177.0,15800.490000000002,3974,4300.0,18.770554902170428,1.0820332159033719
6195,40783.68,62218.34,10717.329999999998,2142,2166.0,17.22535509626261,1.011204481792717
6198,16631.04,7556.219999999999,-4537.410000000001,852,378.0,-60.04867513121642,0.44366197183098594
6199,379.86,455.76,37.94999999999999,26,24.0,8.326750921537649,0.9230769230769231
6206,58562.04,95701.16,18569.56,7302,7484.0,19.403693748330742,1.0249246781703643
6212,772.8,928.14,77.67000000000002,240,186.0,8.36834960243067,0.775
6213,143370.2,206781.2,31705.5,26020,25880.0,15.332873588121162,0.994619523443505
6214,37010.08,56519.6,9754.759999999998,4076,4040.0,17.259074728058938,0.9911678115799804
6215,236.16,189.62,-23.269999999999996,72,38.0,-12.271912245543716,0.5277777777777778
6216,70956.0,103598.34,16321.169999999998,13140,12966.0,15.754277529929533,0.9867579908675799
6220,1733.22,2339.82,303.30000000000007,18,18.0,12.962535579659976,1.0
6224,66672.31999999999,103774.92,18551.300000000003,5456,6108.0,17.87647728372135,1.1195014662756597
6225,52394.36,67383.12000000001,7494.380000000005,17582,16888.0,11.122043621607316,0.9605278125355478
6226,50346.4,78928.08,14290.84,9776,9792.0,18.106154362300465,1.0016366612111294
6227,39391.380000000005,47008.24,3808.4299999999967,2142,1976.0,8.101622183685237,0.9225023342670402
6231,265602.74,421040.89999999997,77719.07999999999,25862,24974.0,18.458795808198207,0.9656639084370892
6232,98944.40000000001,74854.22,-12045.090000000004,940,578.0,-16.09139738547807,0.6148936170212767
6234,102386.08,185955.58,41784.74999999999,22552,20142.0,22.470285645636444,0.8931358637814828
6236,17003.8,30064.14,6530.17,2620,2786.0,21.720794275173013,1.0633587786259542
6240,13485.759999999998,23624.98,5069.610000000001,2516,2702.0,21.458684832749068,1.073926868044515
6241,10351.800000000001,14831.24,2239.7199999999993,2556,2476.0,15.101367114280393,0.9687010954616588
6242,825.36,0.0,-412.68,24,0.0,-inf,0.0
6245,9960.119999999999,14308.98,2174.4300000000003,1314,1302.0,15.19626136873488,0.9908675799086758
6249,141104.32,221473.26,40184.47,17998,17578.0,18.144163317955407,0.9766640737859762
6254,14145.419999999998,18455.5,2155.040000000001,862,850.0,11.676952669935796,0.9860788863109049
6256,121253.59999999999,223942.14,51344.27000000001,23318,23474.0,22.927471354877653,1.0066901106441375
6257,5107.48,7884.74,1388.63,518,526.0,17.611614333510047,1.0154440154440154
6258,3207.6,4700.08,746.24,396,392.0,15.877176558696874,0.98989898989899
6260,11135.279999999999,2959.1,-4088.0899999999992,516,90.0,-138.15315467540805,0.1744186046511628
6264,271181.06,408344.16,68581.54999999999,56614,54984.0,16.795036324261375,0.9712085349913449
6265,1050.9,1656.68,302.89,310,332.0,18.28295144505879,1.070967741935484
6266,31918.48,49544.4,8812.960000000001,6308,6360.0,17.78800429513729,1.0082435003170578
6267,45116.4,70198.06,12540.829999999998,3668,3994.0,17.86492390245542,1.088876772082879
6269,59939.94,103822.56,21941.309999999998,11162,11080.0,21.133470413366805,0.9926536462999462
6270,7835.52,16008.300000000001,4086.3900000000003,10176,16170.0,25.526695526695526,1.5890330188679245
6273,67048.08,115703.7,24327.809999999998,14388,14430.0,21.025956819012702,1.0029190992493744
6278,111891.0,156316.22,22212.61,14820,13962.0,14.210048067948419,0.9421052631578948
6280,10982.660000000002,19850.36,4433.849999999999,1594,1564.0,22.33637072577021,0.9811794228356336
6281,332003.84,504814.0,86405.07999999999,37054,37000.0,17.116221023981108,0.9985426674583041
6285,66186.76,104536.84,19175.04,9998,10316.0,18.342854059870188,1.0318063612722546
6288,132349.36000000002,206106.1,36878.369999999995,13156,13190.0,17.89290564422887,1.0025843721495895
6293,76380.84,122999.3,23309.230000000003,12924,12570.0,18.950701345454814,0.9726090993500465
6295,82.08,119.76,18.840000000000003,24,24.0,15.731462925851705,1.0
6296,27575.76,40975.4,6699.8200000000015,5164,5260.0,16.35083489117861,1.0185902401239348
6312,50301.0,74866.12,12282.559999999998,7452,7388.0,16.406032528465477,0.991411701556629
6314,25836.12,39255.26,6709.5700000000015,3338,3274.0,17.092155293328844,0.9808268424206111
6319,122183.04,203477.96,40647.46,18182,17828.0,19.976345349638848,0.980530194698053
6322,24577.920000000002,37944.04,6683.0599999999995,3012,2996.0,17.612937367765795,0.9946879150066401
6329,83972.8,136839.0,26433.1,13544,13500.0,19.31693449966749,0.996751329001772
6342,281.88,0.0,-140.94,58,0.0,-inf,0.0
6343,1403.52,2145.7000000000003,371.09000000000015,408,430.0,17.294589178356716,1.053921568627451
6344,8407.4,14550.34,3071.4700000000003,1270,1366.0,21.1092661752234,1.0755905511811024
6346,23995.44,11873.039999999999,-6061.2,1656,696.0,-51.050110165551544,0.42028985507246375
6349,510698.26,766691.16,127996.45000000001,110302,109684.0,16.694655772475585,0.9943972004134105
6351,275519.92,416117.69999999995,70298.88999999998,24644,23430.0,16.893991772039495,0.9507385164745983
6355,540.96,459.08000000000004,-40.94,168,92.0,-8.917835671342685,0.5476190476190477
6356,52972.560000000005,78772.48,12899.959999999995,10266,10112.0,16.376226824393488,0.9849990259107734
6357,18528.8,27448.38,4459.790000000001,2014,1962.0,16.247916999108874,0.974180734856008
6358,35414.1,55674.84,10130.369999999999,4142,4116.0,18.19559786790586,0.993722839208112
6359,2079.48,3658.7799999999997,789.6499999999999,124,122.0,21.58233072226261,0.9838709677419355
6360,49318.76,74119.02,12400.130000000001,5326,5298.0,16.73002422320209,0.994742771310552
6361,24418.8,36098.82,5840.01,4522,4518.0,16.177841824192594,0.9991154356479434
6362,29190.219999999998,42011.42,6410.6,5518,5258.0,15.259184288462519,0.9528814787966654
6365,891.5999999999999,669.4,-111.09999999999997,120,60.0,-16.596952494771433,0.5
6366,322.08,3282.5,1480.21,24,150.0,45.093983244478295,6.25
6368,29851.64,42265.44,6206.9000000000015,7228,7056.0,14.685520841614332,0.9762036524626453
6375,13242.72,19225.98,2991.63,3522,3502.0,15.56035114985036,0.9943214082907439
6378,17331.16,27583.96,5126.4,2618,2604.0,18.584713724932893,0.9946524064171123
6383,759.24,1506.98,373.87,228,302.0,24.809221091189002,1.3245614035087718
6385,146984.32,225716.08,39365.87999999999,21364,20192.0,17.440441106366897,0.945141359296012
6389,566.4,699.0,66.30000000000001,120,100.0,9.484978540772532,0.8333333333333334
6390,69637.56,56423.4,-6607.079999999998,2194,1660.0,-11.709822520443643,0.7566089334548769
6394,6087.240000000001,8366.02,1139.3899999999999,666,598.0,13.619259815300463,0.8978978978978979
6395,465.76,608.78,71.50999999999999,142,122.0,11.746443707086303,0.8591549295774648
6396,81858.56,123736.36,20938.9,15988,15884.0,16.92218843353724,0.9934951213410057
6398,48521.1,79542.78,15510.84,8210,8922.0,19.499997359911234,1.0867235079171742
6402,143360.8,211843.0,34241.100000000006,4840,4700.0,16.16343235320497,0.9710743801652892
6411,29709.039999999997,16500.56,-6604.239999999998,872,344.0,-40.024338567903136,0.3944954128440367
6416,617.4,1119.4399999999998,251.01999999999992,42,56.0,22.423711855927962,1.3333333333333333
6420,190488.36,342378.7,75945.17000000001,59902,59074.0,22.181628121141888,0.9861774231244366
6426,9824.56,14554.16,2364.8,1082,984.0,16.248275407168812,0.9094269870609981
6427,82.08,119.76,18.840000000000003,24,24.0,15.731462925851705,1.0
6429,46956.799999999996,66284.08,9663.640000000003,8096,6992.0,14.579126692261553,0.8636363636363636
6431,543.8399999999999,783.38,119.77000000000004,264,262.0,15.28887640736297,0.9924242424242424
6432,5989.12,15857.82,4934.35,9358,16018.0,31.11619377695043,1.7116905321649925
6433,52092.700000000004,74946.36,11426.829999999998,1334,1364.0,15.246677757265326,1.0224887556221889
6434,517.44,467.47999999999996,-24.980000000000047,84,52.0,-5.343544108838891,0.6190476190476191
6438,31678.359999999997,56560.64,12441.140000000001,9838,9736.0,21.99610895491989,0.9896320390323237
6445,181.92,263.76,40.92,24,24.0,15.514103730664242,1.0
6446,9427.6,15185.0,2878.7,962,900.0,18.957523872242344,0.9355509355509356
6448,69815.34,116343.72,23264.190000000002,11578,11528.0,19.996085736299303,0.9956814648471238
6450,27.2,39.98,6.389999999999999,2,2.0,15.982991495747873,1.0
6451,209023.92,367498.64,79237.36,34664,39712.0,21.561266185910238,1.1456265866605124
6455,75223.68,187917.62,56346.97,12352,15414.0,29.98493169506936,1.2478950777202074
6456,3175.8,4169.04,496.6199999999999,790,696.0,11.912094870761612,0.8810126582278481
6457,680.64,829.26,74.31,96,74.0,8.961001374719629,0.7708333333333334
6459,151804.8,215162.22,31678.710000000006,20160,19578.0,14.723174914257719,0.9711309523809524
6460,27427.12,43356.88,7964.879999999999,5762,5912.0,18.37051005515157,1.026032627559875
6461,798.7,6317.64,2759.4700000000003,70,436.0,43.678810441873864,6.228571428571429
6465,8161.92,9511.92,675.0,11336,9608.0,7.096359094693816,0.8475652787579393
6472,2395.6400000000003,3207.96,406.15999999999985,884,804.0,12.661005748201346,0.9095022624434389
6477,43118.4,48011.94,2446.7700000000004,5528,4806.0,5.096169827755347,0.8693921852387844
6478,26299.84,64099.1,18899.629999999997,5572,6690.0,29.485016170273838,1.200646087580761
6479,736241.1,1134904.94,199331.91999999998,123738,122506.0,17.5637547229286,0.9900434789636167
6481,20948.84,29137.54,4094.3500000000004,2068,1846.0,14.051803961487483,0.8926499032882012
6483,6809.04,10026.22,1608.5899999999997,1158,1078.0,16.043833069691267,0.9309153713298791
6486,256.8,159.68,-48.56,120,32.0,-30.410821643286575,0.26666666666666666
6495,95146.68000000001,108263.86,6558.5899999999965,8634,7814.0,6.0579680052050575,0.9050266388695853
6498,148168.44,253041.06,52436.31,15228,15294.0,20.722451131053592,1.004334121355398
6499,172752.32,245068.27999999997,36157.97999999998,13624,13972.0,14.754247265292753,1.0255431591309454
6505,573.12,1890.28,658.5799999999999,72,172.0,34.84034111348583,2.388888888888889
6506,10760.039999999999,9651.880000000001,-554.079999999999,324,212.0,-5.740643273642015,0.654320987654321
6510,26031.96,6466.04,-9782.96,1002,196.0,-151.29754842221823,0.19560878243512975
6520,799.8,4031.28,1615.7400000000002,20,72.0,40.08007382270644,3.6
6523,89996.76000000001,146826.7,28414.97,8946,8930.0,19.352726717960696,0.9982114911692377
6524,131679.98,224143.8,46231.90999999999,28814,29020.0,20.62600437754691,1.0071493024224336
6525,3998.4,14156.460000000001,5079.030000000001,136,354.0,35.87782538855053,2.6029411764705883
6526,114761.26,176896.34,31067.54,21694,21166.0,17.562567998863063,0.9756614732184014
6527,258.48,153.72,-52.38000000000001,72,28.0,-34.07494145199064,0.3888888888888889
6529,104589.38,149897.16,22653.89,4514,4284.0,15.112954775127161,0.9490474080638015
6530,30977.96,50360.96,9691.5,5812,6104.0,19.244073186849498,1.0502408809359944
6532,408.72,2099.7,845.4899999999999,8,30.0,40.267181025860836,3.75
6535,56148.96000000001,94396.58,19123.809999999998,7864,7742.0,20.25900726488184,0.9844862665310274
6542,52926.86,114757.24,30915.190000000002,14266,16176.0,26.93964232670636,1.1338847609701388
6543,560.64,647.28,43.31999999999999,96,72.0,6.692621431219874,0.75
6545,759.04,3379.7400000000002,1310.3500000000001,8,26.0,38.77073384343174,3.25
6547,7112.799999999999,10865.5,1876.3500000000004,1046,1050.0,17.268878560581662,1.0038240917782026
