Brand,TotalPurchaseDollars,TotalSalesDollars,GrossProfit,TotalPurchaseQuantity,TotalSalesQuantity,ProfitMargin,StockTurnover
356,8262.720000000001,15138.82,3438.0499999999993,906,1218.0,22.710158387509722,1.3443708609271523
359,2176.7400000000002,2850.7799999999997,337.01999999999975,522,522.0,11.82202765558899,1.0
361,184440.48,264114.16,39836.83999999998,12916,12584.0,15.0831897842963,0.9742954475069681
363,136.4,967.56,415.58,8,44.0,42.95134151887222,5.5
364,1958.8799999999999,3539.42,790.2700000000001,336,458.0,22.327669505173166,1.3630952380952381
365,3690.0,2433.08,-628.46,600,292.0,-25.82981241882717,0.4866666666666667
366,309.24,5917.339999999999,2804.0499999999997,18,266.0,47.38700159193151,14.777777777777779
368,50781.0,58239.58,3729.290000000001,50,42.0,6.403360051703672,0.84
369,388.74,1091.16,351.21000000000004,38,84.0,32.18684702518421,2.210526315789474
370,4972.799999999999,6547.32,787.2600000000002,480,468.0,12.024156448745444,0.975
371,355.2,159.84,-97.67999999999999,48,16.0,-61.11111111111111,0.3333333333333333
372,1245.6,2698.8,726.6000000000001,72,120.0,26.923076923076927,1.6666666666666667
373,450.90000000000003,479.76,14.429999999999978,30,24.0,3.0077538769384646,0.8
376,162193.5,237421.47999999998,37613.98999999999,8550,8252.0,15.842707239462914,0.9651461988304093
377,109090.8,116173.42,3541.3099999999977,3848,3058.0,3.0482962453890035,0.7946985446985447
381,371084.0,482002.88,55459.44,25592,24112.0,11.506039134040028,0.9421694279462332
382,947.9399999999999,1090.96,71.51000000000005,122,104.0,6.554777443719298,0.8524590163934426
384,58507.6,82648.48,12070.439999999999,1070,1152.0,14.604551711053851,1.0766355140186916
385,654.0,0.0,-327.0,2,0.0,-inf,0.0
388,218866.62,271310.76,26222.070000000007,19182,18724.0,9.664957630136014,0.9761234490668335
395,811.68,1103.76,146.04000000000002,24,24.0,13.231137203739946,1.0
397,200.6,299.6,49.500000000000014,34,40.0,16.522029372496664,1.1764705882352942
398,123.86,134.82,5.479999999999997,22,18.0,4.0646788310339685,0.8181818181818182
399,255.42000000000002,528.36,136.47,54,84.0,25.828980240744947,1.5555555555555556
401,35.4,134.82,49.709999999999994,6,18.0,36.87138406764575,3.0
405,183900.8,240829.30000000002,28464.250000000015,6464,6470.0,11.819263685938552,1.0009282178217822
407,1416.96,1699.66,141.35000000000002,36,34.0,8.31636915618418,0.9444444444444444
408,246974.74,330225.6,41625.42999999999,19042,17440.0,12.60514932821683,0.9158701817036026
415,379177.12,579048.78,99935.83000000002,29078,29122.0,17.25862024957552,1.0015131714698398
418,2383.92,3099.38,357.73,72,62.0,11.541985816518142,0.8611111111111112
419,88840.44,116303.78,13731.669999999998,5556,5622.0,11.806727176021276,1.011879049676026
423,20117.579999999998,37575.92,8729.17,6,8.0,23.230755228348368,1.3333333333333333
425,11162.699999999999,28799.64,8818.470000000001,18,36.0,30.62007025087814,2.0
426,79782.36,109223.3,14720.470000000001,12684,13670.0,13.477408208688074,1.0777357300536108
427,390.32,413.54,11.610000000000014,56,46.0,2.8074672341248763,0.8214285714285714
428,35270.119999999995,49613.72,7171.800000000003,5164,5228.0,14.455275677776234,1.0123934934159566
430,95.52,156.24,30.360000000000007,48,56.0,19.431643625192017,1.1666666666666667
435,213618.58,264019.86,25200.64,16702,15614.0,9.544978926964056,0.9348581008262483
437,908.88,1299.74,195.43,24,26.0,15.036084139904904,1.0833333333333333
438,164860.7,238822.37999999998,36980.83999999998,12910,12762.0,15.484662702046595,0.9885360185902401
441,11118.380000000001,14797.04,1839.33,298,296.0,12.430391483702143,0.9932885906040269
443,378877.2,547727.9,84425.35,15496,15410.0,15.413739194223993,0.9944501806917915
446,34122.0,48746.5,7312.25,3300,3150.0,15.000564143066683,0.9545454545454546
450,87371.52,103708.5,8168.489999999998,4476,4150.0,7.8763939310664,0.9271671134941912
451,2225.7999999999997,3153.6800000000003,463.9400000000003,620,632.0,14.71106770503032,1.0193548387096774
452,81.72,105.48,11.880000000000003,12,12.0,11.26279863481229,1.0
453,31977.22,43183.58,5603.18,1522,1442.0,12.97525587271829,0.9474375821287779
457,452.88,719.2,133.16000000000003,68,80.0,18.515016685205786,1.1764705882352942
463,107485.32,138954.6,15734.64,4364,4140.0,11.323583386228307,0.9486709440879927
473,5416.2,8293.56,1438.6799999999998,204,244.0,17.34695353985502,1.196078431372549
482,825041.28,1199202.68,187080.69999999995,57776,55732.0,15.600423774903502,0.9646219883688729
485,30421.920000000002,38294.52,3936.2999999999975,2928,2948.0,10.279016423237575,1.0068306010928962
495,2373.1,2910.18,268.53999999999996,190,182.0,9.227607914287088,0.9578947368421052
497,858480.0,1168935.24,155227.62,58400,58476.0,13.279402886339536,1.0013013698630138
500,141984.34,170099.44,14057.550000000003,62,56.0,8.264312921900274,0.9032258064516129
503,501.12,701.64,100.25999999999999,36,36.0,14.289379168804514,1.0
505,4704.0,711.76,-1996.12,240,24.0,-280.4484657749803,0.1
506,804.96,1149.54,172.28999999999996,48,46.0,14.98773422412443,0.9583333333333334
507,390.72,527.52,68.39999999999998,48,48.0,12.966333030027293,1.0
508,761219.78,1044618.3,141699.26,77914,76670.0,13.56469248145471,0.984033678157969
510,428.40000000000003,679.3199999999999,125.45999999999995,60,68.0,18.468468468468462,1.1333333333333333
513,129500.28,161358.16,15928.940000000002,5628,5384.0,9.871790803762265,0.9566453447050463
515,72225.28,104251.46,16013.090000000004,2848,2854.0,15.360063062905787,1.0021067415730338
516,2368.56,3340.96,486.20000000000005,278,304.0,14.552703414587425,1.0935251798561152
523,192082.28,260911.56,34414.64,27092,26044.0,13.190155315463983,0.9613169939465525
524,246.84,340.78000000000003,46.97000000000001,22,22.0,13.783085861846356,1.0
525,34162.0,41837.76,3837.880000000001,1102,1024.0,9.173244456682195,0.9292196007259528
529,4431.9,5846.58,707.3400000000001,790,802.0,12.098354935706006,1.0151898734177216
530,428.26000000000005,1109.26,340.5,38,74.0,30.696139768854913,1.9473684210526316
533,23309.26,12941.599999999999,-5183.83,962,440.0,-40.05555727267108,0.4573804573804574
536,3729.92,6313.14,1291.6100000000001,376,486.0,20.459074248313836,1.2925531914893618
538,255754.8,417902.08,81073.64000000001,32130,31192.0,19.400152303620985,0.970806100217865
539,68636.4,94423.32,12893.460000000006,16342,16308.0,13.654953034907061,0.9979194713009424
540,506.88,9220.86,4356.990000000001,704,9314.0,47.25144943096414,13.230113636363637
541,21138.0,22008.26,435.1299999999992,2710,2674.0,1.9771213171781832,0.9867158671586715
543,499.84,3664.8199999999997,1582.4899999999998,22,118.0,43.180565484798706,5.363636363636363
546,290.68,344.54,26.930000000000007,52,46.0,7.8162187264178336,0.8846153846153846
547,4247.72,5507.76,630.02,412,424.0,11.438770026290179,1.029126213592233
548,1298.8799999999999,2499.2200000000003,600.1700000000002,198,278.0,24.01429245924729,1.404040404040404
549,2105.76,2750.94,322.5899999999999,328,306.0,11.726537110951163,0.9329268292682927
551,4879.12,6044.5,582.69,568,550.0,9.64000330879312,0.9683098591549296
552,12.84,17.98,2.5700000000000003,2,2.0,14.293659621802005,1.0
555,25815.239999999998,40054.96,7119.860000000001,1188,1304.0,17.775226838324144,1.0976430976430978
557,232.32,289.34000000000003,28.51000000000002,48,46.0,9.853459597705127,0.9583333333333334
561,25288.440000000002,12247.8,-6520.3200000000015,996,420.0,-53.23666291089013,0.42168674698795183
563,26408.88,25531.28,-438.8000000000011,1032,872.0,-1.7186760710783053,0.8449612403100775
564,8328.599999999999,11075.68,1373.5400000000009,1260,1232.0,12.401405602184253,0.9777777777777777
565,5369.92,7126.54,878.31,346,346.0,12.324494074263246,1.0
567,427495.82,591743.88,82124.03,20642,20412.0,13.87830660791963,0.9888576688305397
573,172.56,59.94,-56.31,24,6.0,-93.94394394394395,0.25
576,1328.64,1528.3,99.82999999999993,192,170.0,6.532094484067259,0.8854166666666666
580,37886.4,50392.8,6253.200000000001,720,720.0,12.408915559365624,1.0
585,26158.000000000004,33168.94,3505.4699999999993,1160,1106.0,10.568531885553169,0.9534482758620689
586,1821.0600000000002,2102.7599999999998,140.8499999999998,134,124.0,6.698339325457961,0.9253731343283582
587,6519.78,6708.04,94.13000000000011,522,396.0,1.403241483354305,0.7586206896551724
589,854.28,1120.98,133.35000000000002,108,102.0,11.895841139003375,0.9444444444444444
590,110.64,203.66,46.51,24,34.0,22.83708141019346,1.4166666666666667
592,74746.16,88395.42,6824.629999999997,584,458.0,7.720569685623981,0.7842465753424658
596,865.5,1187.46,160.98000000000002,50,54.0,13.556667171946845,1.08
597,381554.66000000003,489657.06,54051.19999999998,17722,17494.0,11.038582799153348,0.9871346349170522
598,40522.68,54765.0,7121.16,2274,2300.0,13.003122432210354,1.0114335971855761
599,110456.58,155692.5,22617.96,6486,6550.0,14.527327905968496,1.009867406722171
600,4543.12,6750.54,1103.71,872,926.0,16.349951263158207,1.061926605504587
601,15279.2,20522.64,2621.7199999999993,2840,2936.0,12.774769717736117,1.0338028169014084
602,14697.119999999999,18983.16,2143.0200000000004,2742,2604.0,11.289058302200479,0.949671772428884
603,744.4399999999999,1048.5,152.03000000000003,148,150.0,14.499761564139249,1.0135135135135136
604,7617.48,11100.12,1741.3200000000006,1482,1588.0,15.687397974075962,1.0715249662618083
605,9476.6,15935.48,3229.4399999999996,980,1052.0,20.265721522037612,1.073469387755102
607,5923.679999999999,9076.74,1576.5300000000002,1032,926.0,17.368901169362573,0.8972868217054264
608,281.16,359.88,39.359999999999985,12,12.0,10.936978992997663,1.0
610,10454.56,7214.499999999999,-1620.0300000000002,722,350.0,-22.455194400166338,0.48476454293628807
613,245.52,623.76,189.12,12,24.0,30.319353597537518,2.0
614,617.76,965.5799999999999,173.90999999999997,36,42.0,18.010936431989062,1.1666666666666667
626,233.57999999999998,210.95999999999998,-11.310000000000002,34,24.0,-5.361205915813426,0.7058823529411765
630,1115.52,329.78000000000003,-392.87,96,22.0,-119.13093577536537,0.22916666666666666
634,5247.94,7946.32,1349.19,514,568.0,16.978802766563643,1.105058365758755
635,2235.08,3016.98,390.95000000000005,284,302.0,12.958322560971569,1.0633802816901408
636,460.68,930.02,234.67,66,98.0,25.232790692673273,1.4848484848484849
640,1259.76,1458.54,99.38999999999999,174,146.0,6.814348595170512,0.8390804597701149
644,33091.44,45547.659999999996,6228.109999999997,1594,1634.0,13.673830883957589,1.0250941028858218
648,119.94,167.94,24.0,6,6.0,14.29081814933905,1.0
649,43291.700000000004,56567.340000000004,6637.82,1510,1466.0,11.73436827681839,0.9708609271523179
650,131.82,377.46000000000004,122.82000000000002,26,54.0,32.53854713082181,2.076923076923077
652,19888.92,23311.5,1711.2900000000009,1212,1050.0,7.340969049610711,0.8663366336633663
653,150197.76,230323.2,40062.72,6912,6680.0,17.394131377125706,0.9664351851851852
655,285.26,483.56,99.15,34,44.0,20.50417735131111,1.2941176470588236
656,468.6,199.96,-134.32,12,4.0,-67.17343468693738,0.3333333333333333
657,594.24,575.28,-9.480000000000018,96,72.0,-1.647893199833128,0.75
658,18431.6,25337.260000000002,3452.8300000000017,8378,8474.0,13.62747984588705,1.0114585820004773
659,40734.0,72755.16,16010.580000000002,1752,2084.0,22.00610925740525,1.1894977168949772
661,104035.86,181436.94,38700.54,10414,11906.0,21.330022430933855,1.143268676781256
664,66756.36,94715.48,13979.559999999998,1236,1252.0,14.759530332317377,1.0129449838187703
669,15406.16,17035.74,814.7900000000009,574,426.0,4.782827162189613,0.7421602787456446
675,19052.66,21457.92,1202.6299999999992,242,208.0,5.604597276902884,0.859504132231405
676,234051.7,298192.06,32070.179999999993,27058,26994.0,10.754873888996237,0.9976347106216276
680,63589.68,102428.76,19419.539999999997,4588,5124.0,18.959069698783818,1.116826503923278
685,5842.8,20695.86,7426.530000000001,180,414.0,35.88413334840882,2.3
686,35401.6,59050.46,11824.43,2368,2954.0,20.02428092854823,1.2474662162162162
688,811.08,1078.92,133.92000000000002,108,108.0,12.412412412412413,1.0
689,23822.5,34690.78,5434.139999999999,3250,2922.0,15.664507975894459,0.8990769230769231
692,390.96,539.46,74.25000000000003,54,54.0,13.763763763763768,1.0
693,7592.2,10911.6,1659.7000000000003,812,840.0,15.210418270464462,1.0344827586206897
694,2953.02,3912.8799999999997,479.92999999999984,474,472.0,12.265390198523846,0.9957805907172996
700,2405.3999999999996,3000.9799999999996,297.78999999999996,380,362.0,9.923091790015262,0.9526315789473684
702,8078.2,10256.779999999999,1089.2899999999995,676,622.0,10.620194641983154,0.9201183431952663
704,3713.58,5299.24,792.8299999999999,78,76.0,14.961201983680677,0.9743589743589743
709,6882.960000000001,5157.419999999999,-862.7700000000009,482,258.0,-16.728713193806225,0.5352697095435685
711,3566.7999999999997,839.5799999999999,-1363.61,482,42.0,-162.41573167536149,0.08713692946058091
712,604.96,2241.96,818.5,76,204.0,36.50823386679512,2.6842105263157894
713,343.98,883.66,269.84,18,34.0,30.536631736188124,1.8888888888888888
714,112.06,23.96,-44.05,26,4.0,-183.84808013355592,0.15384615384615385
715,2005.56,2503.58,249.01,324,302.0,9.946157103028463,0.9320987654320988
717,9374.88,5999.9400000000005,-1687.4699999999993,12,6.0,-28.124781247812464,0.5
718,1081.38,1258.8,88.70999999999992,134,120.0,7.047187797902758,0.8955223880597015
722,4187.04,3200.12,-493.46000000000004,624,388.0,-15.420046748246943,0.6217948717948718
726,9.58,11.98,1.2000000000000002,2,2.0,10.01669449081803,1.0
728,41175.259999999995,14164.78,-13505.239999999998,1198,322.0,-95.34380343358667,0.2687813021702838
731,5726.8,6963.419999999999,618.3099999999995,278,258.0,8.879401213771388,0.9280575539568345
734,3271.2,5997.6,1363.2000000000003,240,240.0,22.729091636654665,1.0
735,2334.96,3187.8,426.4200000000001,216,220.0,13.376623376623378,1.0185185185185186
738,157.4,199.8,21.200000000000003,20,20.0,10.610610610610612,1.0
742,1413.04,2390.16,488.55999999999995,136,184.0,20.440472604344478,1.3529411764705883
743,243309.0,321535.68,39113.34,6666,6432.0,12.16454111717866,0.9648964896489649
744,3294.72,2487.02,-403.8499999999999,528,298.0,-16.238309301895438,0.5643939393939394
746,110.64,11.98,-49.33,24,2.0,-411.7696160267111,0.08333333333333333
749,76426.72,33367.5,-21529.61,5048,3250.0,-64.52269423840563,0.6438193343898574
751,3649.86,4895.1,622.6200000000001,486,490.0,12.719249862107008,1.008230452674897
752,470.86,449.82,-10.52000000000001,26,18.0,-2.3387132630830134,0.6923076923076923
753,34088.88,41019.479999999996,3465.2999999999993,2472,2052.0,8.447937419001898,0.8300970873786407
754,53457.6,11968.02,-20744.79,7224,1198.0,-173.33518827675755,0.16583610188261352
755,781.1999999999999,839.6999999999999,29.25,36,30.0,3.483386923901394,0.8333333333333334
756,27938.88,36250.14,4155.629999999999,5232,5186.0,11.463762622709869,0.9912079510703364
757,76222.8,103546.65999999999,13661.929999999993,5464,5334.0,13.193984238603152,0.976207906295754
758,71579.76,102955.08,15687.660000000003,2488,2492.0,15.2373831383551,1.0016077170418007
759,91686.0,129804.98000000001,19059.490000000005,2478,2302.0,14.683173172554708,0.9289749798224375
764,2875.92,4086.18,605.1299999999999,276,282.0,14.809186085781828,1.0217391304347827
765,2881.2000000000003,2799.0,-41.100000000000136,140,100.0,-1.4683815648445924,0.7142857142857143
771,892.32,1409.06,258.36999999999995,78,94.0,18.336337700310843,1.205128205128205
775,22398.72,30531.66,4066.4699999999993,4912,4854.0,13.31886310800002,0.9881921824104235
776,1520.4,3034.68,757.1399999999999,84,132.0,24.949582822571077,1.5714285714285714
778,13790.04,18445.8,2327.879999999999,1348,1420.0,12.620108642617827,1.053412462908012
779,8556.8,10729.74,1086.4700000000003,896,826.0,10.125781239806372,0.921875
780,5530.08,7352.34,911.1300000000001,562,566.0,12.392381201087002,1.00711743772242
781,893.5400000000001,337.74,-277.90000000000003,86,26.0,-82.28222893349914,0.3023255813953488
782,661874.5,888145.04,113135.27000000002,18830,18296.0,12.738377731637168,0.9716409984067976
784,139.84,47.92,-45.96,32,8.0,-95.90984974958263,0.25
787,928.2,1889.46,480.63,52,54.0,25.437426566320536,1.0384615384615385
788,22.38,1558.96,768.29,2,104.0,49.282213783548,52.0
797,36.62,95.96,29.669999999999998,2,4.0,30.919132972071694,2.0
799,736.5600000000001,1221.06,242.24999999999994,72,94.0,19.83931993513832,1.3055555555555556
800,727421.68,937175.88,104877.09999999998,30284,29012.0,11.190759625610507,0.9579976225069343
802,80683.02,114120.76,16718.869999999995,10098,9924.0,14.650156553461436,0.9827688651218063
803,25792.0,32820.0,3514.0,2600,2500.0,10.706886045094455,0.9615384615384616
804,6866.64,8079.5,606.4299999999998,594,550.0,7.50578624914908,0.9259259259259259
805,527.8,791.76,131.98000000000002,20,24.0,16.669192684651918,1.2
